noise_id,noise_filename,source_filename,start_sec,end_sec,sample_rate,duration
noise_85962,BC2026_Train_1526_S01_20230906_011500_noise_05-10.wav,BC2026_Train_1526_S01_20230906_011500.ogg,5,10,32000,5
noise_34042,BC2026_Train_5932_S13_20221201_023000_noise_00-05.wav,BC2026_Train_5932_S13_20221201_023000.ogg,0,5,32000,5
noise_62813,BC2026_Train_8516_S22_20221124_184500_noise_00-05.wav,BC2026_Train_8516_S22_20221124_184500.ogg,0,5,32000,5
noise_68982,BC2026_Train_6163_S13_20230129_210000_noise_05-10.wav,BC2026_Train_6163_S13_20230129_210000.ogg,5,10,32000,5
noise_99089,BC2026_Train_6293_S13_20230311_024500_noise_00-05.wav,BC2026_Train_6293_S13_20230311_024500.ogg,0,5,32000,5
noise_33622,BC2026_Train_8316_S22_20221015_213000_noise_00-05.wav,BC2026_Train_8316_S22_20221015_213000.ogg,0,5,32000,5
noise_114761,BC2026_Train_10518_S16_20241217_214000_noise_00-05.wav,BC2026_Train_10518_S16_20241217_214000.ogg,0,5,32000,5
noise_1921,BC2026_Train_9547_S22_20231125_223000_noise_05-10.wav,BC2026_Train_9547_S22_20231125_223000.ogg,5,10,32000,5
noise_91997,BC2026_Train_3898_S02_20221214_194500_noise_00-05.wav,BC2026_Train_3898_S02_20221214_194500.ogg,0,5,32000,5
noise_106361,BC2026_Train_7536_S22_20211219_190000_noise_00-05.wav,BC2026_Train_7536_S22_20211219_190000.ogg,0,5,32000,5
noise_49290,BC2026_Train_1105_S01_20230207_224500_noise_05-10.wav,BC2026_Train_1105_S01_20230207_224500.ogg,5,10,32000,5
noise_79770,BC2026_Train_0824_S01_20220124_004500_noise_05-10.wav,BC2026_Train_0824_S01_20220124_004500.ogg,5,10,32000,5
noise_105581,BC2026_Train_3990_S02_20230109_020000_noise_00-05.wav,BC2026_Train_3990_S02_20230109_020000.ogg,0,5,32000,5
noise_75329,BC2026_Train_8087_S22_20220904_011500_noise_00-05.wav,BC2026_Train_8087_S22_20220904_011500.ogg,0,5,32000,5
noise_43517,BC2026_Train_0072_S04_20240810_080005_noise_00-05.wav,BC2026_Train_0072_S04_20240810_080005.ogg,0,5,32000,5
noise_84162,BC2026_Train_0178_S07_20141005_030900_noise_05-10.wav,BC2026_Train_0178_S07_20141005_030900.ogg,5,10,32000,5
noise_26149,BC2026_Train_8710_S22_20221228_204500_noise_05-10.wav,BC2026_Train_8710_S22_20221228_204500.ogg,5,10,32000,5
noise_111485,BC2026_Train_3841_S02_20221130_211500_noise_00-05.wav,BC2026_Train_3841_S02_20221130_211500.ogg,0,5,32000,5
noise_5688,BC2026_Train_10077_S22_20240227_191500_noise_00-05.wav,BC2026_Train_10077_S22_20240227_191500.ogg,0,5,32000,5
noise_68477,BC2026_Train_0793_S01_20220117_233000_noise_00-05.wav,BC2026_Train_0793_S01_20220117_233000.ogg,0,5,32000,5
noise_71478,BC2026_Train_2622_S02_20210919_233000_noise_05-10.wav,BC2026_Train_2622_S02_20210919_233000.ogg,5,10,32000,5
noise_95226,BC2026_Train_5304_S13_20211117_040000_noise_05-10.wav,BC2026_Train_5304_S13_20211117_040000.ogg,5,10,32000,5
noise_115251,BC2026_Train_9154_S22_20230916_234500_noise_05-10.wav,BC2026_Train_9154_S22_20230916_234500.ogg,5,10,32000,5
noise_31368,BC2026_Train_9916_S22_20240201_211500_noise_00-05.wav,BC2026_Train_9916_S22_20240201_211500.ogg,0,5,32000,5
noise_70709,BC2026_Train_3944_S02_20221228_203000_noise_00-05.wav,BC2026_Train_3944_S02_20221228_203000.ogg,0,5,32000,5
noise_59958,BC2026_Train_7334_S22_20211112_200000_noise_05-10.wav,BC2026_Train_7334_S22_20211112_200000.ogg,5,10,32000,5
noise_25357,BC2026_Train_4779_S02_20240204_021500_noise_05-10.wav,BC2026_Train_4779_S02_20240204_021500.ogg,5,10,32000,5
noise_108366,BC2026_Train_1228_S01_20230302_220000_noise_05-10.wav,BC2026_Train_1228_S01_20230302_220000.ogg,5,10,32000,5
noise_125225,BC2026_Train_6795_S13_20231211_004500_noise_00-05.wav,BC2026_Train_6795_S13_20231211_004500.ogg,0,5,32000,5
noise_72209,BC2026_Train_5768_S13_20221015_234500_noise_00-05.wav,BC2026_Train_5768_S13_20221015_234500.ogg,0,5,32000,5
noise_79925,BC2026_Train_6576_S13_20231007_213000_noise_00-05.wav,BC2026_Train_6576_S13_20231007_213000.ogg,0,5,32000,5
noise_62981,BC2026_Train_5375_S13_20220302_011500_noise_00-05.wav,BC2026_Train_5375_S13_20220302_011500.ogg,0,5,32000,5
noise_60617,BC2026_Train_8338_S22_20221019_023000_noise_00-05.wav,BC2026_Train_8338_S22_20221019_023000.ogg,0,5,32000,5
noise_38346,BC2026_Train_6935_S13_20240119_031500_noise_05-10.wav,BC2026_Train_6935_S13_20240119_031500.ogg,5,10,32000,5
noise_30720,BC2026_Train_7189_S22_20211015_210000_noise_00-05.wav,BC2026_Train_7189_S22_20211015_210000.ogg,0,5,32000,5
noise_71406,BC2026_Train_6463_S13_20230903_224500_noise_05-10.wav,BC2026_Train_6463_S13_20230903_224500.ogg,5,10,32000,5
noise_87257,BC2026_Train_3064_S02_20220113_210000_noise_00-05.wav,BC2026_Train_3064_S02_20220113_210000.ogg,0,5,32000,5
noise_31429,BC2026_Train_5855_S13_20221109_213000_noise_05-10.wav,BC2026_Train_5855_S13_20221109_213000.ogg,5,10,32000,5
noise_49722,BC2026_Train_6642_S13_20231026_003000_noise_05-10.wav,BC2026_Train_6642_S13_20231026_003000.ogg,5,10,32000,5
noise_15024,BC2026_Train_0397_S01_20211014_194500_noise_00-05.wav,BC2026_Train_0397_S01_20211014_194500.ogg,0,5,32000,5
noise_113501,BC2026_Train_1947_S01_20231201_003000_noise_00-05.wav,BC2026_Train_1947_S01_20231201_003000.ogg,0,5,32000,5
noise_44334,BC2026_Train_9367_S22_20231023_040000_noise_05-10.wav,BC2026_Train_9367_S22_20231023_040000.ogg,5,10,32000,5
noise_53717,BC2026_Train_2833_S02_20211114_023000_noise_00-05.wav,BC2026_Train_2833_S02_20211114_023000.ogg,0,5,32000,5
noise_81389,BC2026_Train_1125_S01_20230212_201500_noise_00-05.wav,BC2026_Train_1125_S01_20230212_201500.ogg,0,5,32000,5
noise_0660,BC2026_Train_8481_S22_20221117_194500_noise_00-05.wav,BC2026_Train_8481_S22_20221117_194500.ogg,0,5,32000,5
noise_58217,BC2026_Train_6768_S13_20231203_231500_noise_00-05.wav,BC2026_Train_6768_S13_20231203_231500.ogg,0,5,32000,5
noise_62153,BC2026_Train_6856_S13_20231229_210000_noise_00-05.wav,BC2026_Train_6856_S13_20231229_210000.ogg,0,5,32000,5
noise_107670,BC2026_Train_6270_S13_20230303_014500_noise_05-10.wav,BC2026_Train_6270_S13_20230303_014500.ogg,5,10,32000,5
noise_24457,BC2026_Train_8626_S22_20221214_181500_noise_05-10.wav,BC2026_Train_8626_S22_20221214_181500.ogg,5,10,32000,5
noise_120830,BC2026_Train_7806_S22_20220207_190000_noise_00-05.wav,BC2026_Train_7806_S22_20220207_190000.ogg,0,5,32000,5
noise_71417,BC2026_Train_9058_S22_20230308_213000_noise_00-05.wav,BC2026_Train_9058_S22_20230308_213000.ogg,0,5,32000,5
noise_39353,BC2026_Train_0579_S01_20211130_183000_noise_00-05.wav,BC2026_Train_0579_S01_20211130_183000.ogg,0,5,32000,5
noise_58781,BC2026_Train_2006_S01_20231213_221500_noise_00-05.wav,BC2026_Train_2006_S01_20231213_221500.ogg,0,5,32000,5
noise_71741,BC2026_Train_10427_S14_20250606_062100_noise_00-05.wav,BC2026_Train_10427_S14_20250606_062100.ogg,0,5,32000,5
noise_50610,BC2026_Train_7898_S22_20220224_024500_noise_05-10.wav,BC2026_Train_7898_S22_20220224_024500.ogg,5,10,32000,5
noise_30373,BC2026_Train_7600_S22_20211231_001500_noise_05-10.wav,BC2026_Train_7600_S22_20211231_001500.ogg,5,10,32000,5
noise_100252,BC2026_Train_6818_S13_20231218_034500_noise_05-10.wav,BC2026_Train_6818_S13_20231218_034500.ogg,5,10,32000,5
noise_60905,BC2026_Train_4772_S02_20240202_180000_noise_00-05.wav,BC2026_Train_4772_S02_20240202_180000.ogg,0,5,32000,5
noise_121346,BC2026_Train_10435_S14_20250606_062900_noise_00-05.wav,BC2026_Train_10435_S14_20250606_062900.ogg,0,5,32000,5
noise_0565,BC2026_Train_9505_S22_20231118_224500_noise_05-10.wav,BC2026_Train_9505_S22_20231118_224500.ogg,5,10,32000,5
noise_111449,BC2026_Train_9703_S22_20231224_003000_noise_00-05.wav,BC2026_Train_9703_S22_20231224_003000.ogg,0,5,32000,5
noise_58374,BC2026_Train_6618_S13_20231020_013000_noise_05-10.wav,BC2026_Train_6618_S13_20231020_013000.ogg,5,10,32000,5
noise_15661,BC2026_Train_3464_S02_20220425_001500_noise_05-10.wav,BC2026_Train_3464_S02_20220425_001500.ogg,5,10,32000,5
noise_97121,BC2026_Train_1569_S01_20230915_033000_noise_00-05.wav,BC2026_Train_1569_S01_20230915_033000.ogg,0,5,32000,5
noise_79025,BC2026_Train_4647_S02_20240102_181500_noise_00-05.wav,BC2026_Train_4647_S02_20240102_181500.ogg,0,5,32000,5
noise_121730,BC2026_Train_0723_S01_20211231_234500_noise_00-05.wav,BC2026_Train_0723_S01_20211231_234500.ogg,0,5,32000,5
noise_103441,BC2026_Train_1896_S01_20231120_203000_noise_00-05.wav,BC2026_Train_1896_S01_20231120_203000.ogg,0,5,32000,5
noise_80826,BC2026_Train_7092_S22_20210925_183000_noise_05-10.wav,BC2026_Train_7092_S22_20210925_183000.ogg,5,10,32000,5
noise_34211,BC2026_Train_1019_S01_20220428_021500_noise_05-10.wav,BC2026_Train_1019_S01_20220428_021500.ogg,5,10,32000,5
noise_106158,BC2026_Train_9252_S22_20231004_221500_noise_05-10.wav,BC2026_Train_9252_S22_20231004_221500.ogg,5,10,32000,5
noise_38730,BC2026_Train_8918_S22_20230208_201500_noise_05-10.wav,BC2026_Train_8918_S22_20230208_201500.ogg,5,10,32000,5
noise_107238,BC2026_Train_10028_S22_20240219_181500_noise_05-10.wav,BC2026_Train_10028_S22_20240219_181500.ogg,5,10,32000,5
noise_74022,BC2026_Train_8134_S22_20220914_034500_noise_05-10.wav,BC2026_Train_8134_S22_20220914_034500.ogg,5,10,32000,5
noise_40445,BC2026_Train_7932_S22_20220302_023000_noise_00-05.wav,BC2026_Train_7932_S22_20220302_023000.ogg,0,5,32000,5
noise_53094,BC2026_Train_7037_S18_20231001_220000_noise_05-10.wav,BC2026_Train_7037_S18_20231001_220000.ogg,5,10,32000,5
noise_82578,BC2026_Train_6123_S13_20230120_221500_noise_05-10.wav,BC2026_Train_6123_S13_20230120_221500.ogg,5,10,32000,5
noise_28741,BC2026_Train_7596_S22_20211229_233000_noise_05-10.wav,BC2026_Train_7596_S22_20211229_233000.ogg,5,10,32000,5
noise_87450,BC2026_Train_9261_S22_20231006_181500_noise_05-10.wav,BC2026_Train_9261_S22_20231006_181500.ogg,5,10,32000,5
noise_48498,BC2026_Train_8349_S22_20221022_020000_noise_05-10.wav,BC2026_Train_8349_S22_20221022_020000.ogg,5,10,32000,5
noise_1909,BC2026_Train_7838_S22_20220214_200000_noise_05-10.wav,BC2026_Train_7838_S22_20220214_200000.ogg,5,10,32000,5
noise_56585,BC2026_Train_9621_S22_20231208_013000_noise_00-05.wav,BC2026_Train_9621_S22_20231208_013000.ogg,0,5,32000,5
noise_69833,BC2026_Train_2134_S01_20240110_214500_noise_00-05.wav,BC2026_Train_2134_S01_20240110_214500.ogg,0,5,32000,5
noise_57738,BC2026_Train_3053_S02_20220111_033000_noise_05-10.wav,BC2026_Train_3053_S02_20220111_033000.ogg,5,10,32000,5
noise_35466,BC2026_Train_8307_S22_20221013_221500_noise_05-10.wav,BC2026_Train_8307_S22_20221013_221500.ogg,5,10,32000,5
noise_33682,BC2026_Train_10263_S22_20240326_221500_noise_00-05.wav,BC2026_Train_10263_S22_20240326_221500.ogg,0,5,32000,5
noise_72054,BC2026_Train_10043_S22_20240222_220000_noise_05-10.wav,BC2026_Train_10043_S22_20240222_220000.ogg,5,10,32000,5
noise_32951,BC2026_Train_3943_S02_20221228_183000_noise_05-10.wav,BC2026_Train_3943_S02_20221228_183000.ogg,5,10,32000,5
noise_86309,BC2026_Train_6825_S13_20231220_203000_noise_00-05.wav,BC2026_Train_6825_S13_20231220_203000.ogg,0,5,32000,5
noise_93629,BC2026_Train_6657_S13_20231029_181500_noise_00-05.wav,BC2026_Train_6657_S13_20231029_181500.ogg,0,5,32000,5
noise_1980,BC2026_Train_8106_S22_20220908_204500_noise_00-05.wav,BC2026_Train_8106_S22_20220908_204500.ogg,0,5,32000,5
noise_54017,BC2026_Train_8792_S22_20230114_230000_noise_00-05.wav,BC2026_Train_8792_S22_20230114_230000.ogg,0,5,32000,5
noise_18696,BC2026_Train_8739_S22_20230103_214500_noise_00-05.wav,BC2026_Train_8739_S22_20230103_214500.ogg,0,5,32000,5
noise_63533,BC2026_Train_9549_S22_20231125_233000_noise_00-05.wav,BC2026_Train_9549_S22_20231125_233000.ogg,0,5,32000,5
noise_19981,BC2026_Train_7956_S22_20220306_181500_noise_05-10.wav,BC2026_Train_7956_S22_20220306_181500.ogg,5,10,32000,5
noise_3673,BC2026_Train_3884_S02_20221209_190000_noise_05-10.wav,BC2026_Train_3884_S02_20221209_190000.ogg,5,10,32000,5
noise_126246,BC2026_Train_10169_S22_20240313_001500_noise_05-10.wav,BC2026_Train_10169_S22_20240313_001500.ogg,5,10,32000,5
noise_45462,BC2026_Train_2776_S02_20211102_014500_noise_05-10.wav,BC2026_Train_2776_S02_20211102_014500.ogg,5,10,32000,5
noise_85866,BC2026_Train_2410_S01_20240315_033000_noise_05-10.wav,BC2026_Train_2410_S01_20240315_033000.ogg,5,10,32000,5
noise_64469,BC2026_Train_3273_S02_20220307_190000_noise_00-05.wav,BC2026_Train_3273_S02_20220307_190000.ogg,0,5,32000,5
noise_93557,BC2026_Train_0067_S04_20240810_000000_noise_00-05.wav,BC2026_Train_0067_S04_20240810_000000.ogg,0,5,32000,5
noise_36941,BC2026_Train_0230_S10_20251128_103307_noise_00-05.wav,BC2026_Train_0230_S10_20251128_103307.ogg,0,5,32000,5
noise_107202,BC2026_Train_1673_S01_20231004_230000_noise_05-10.wav,BC2026_Train_1673_S01_20231004_230000.ogg,5,10,32000,5
noise_101641,BC2026_Train_3950_S02_20221230_214500_noise_00-05.wav,BC2026_Train_3950_S02_20221230_214500.ogg,0,5,32000,5
noise_77670,BC2026_Train_8682_S22_20221224_191500_noise_05-10.wav,BC2026_Train_8682_S22_20221224_191500.ogg,5,10,32000,5
noise_63965,BC2026_Train_2497_S01_20240406_023000_noise_00-05.wav,BC2026_Train_2497_S01_20240406_023000.ogg,0,5,32000,5
noise_62717,BC2026_Train_2334_S01_20240228_031500_noise_00-05.wav,BC2026_Train_2334_S01_20240228_031500.ogg,0,5,32000,5
noise_66294,BC2026_Train_10405_S12_20220327_024500_noise_05-10.wav,BC2026_Train_10405_S12_20220327_024500.ogg,5,10,32000,5
noise_59502,BC2026_Train_4008_S02_20230117_020000_noise_05-10.wav,BC2026_Train_4008_S02_20230117_020000.ogg,5,10,32000,5
noise_92897,BC2026_Train_5104_S02_20240424_213000_noise_00-05.wav,BC2026_Train_5104_S02_20240424_213000.ogg,0,5,32000,5
noise_44969,BC2026_Train_5216_S13_20211022_194500_noise_00-05.wav,BC2026_Train_5216_S13_20211022_194500.ogg,0,5,32000,5
noise_13549,BC2026_Train_1915_S01_20231125_024500_noise_05-10.wav,BC2026_Train_1915_S01_20231125_024500.ogg,5,10,32000,5
noise_20784,BC2026_Train_4556_S02_20231208_030000_noise_00-05.wav,BC2026_Train_4556_S02_20231208_030000.ogg,0,5,32000,5
noise_91901,BC2026_Train_9627_S22_20231209_194500_noise_00-05.wav,BC2026_Train_9627_S22_20231209_194500.ogg,0,5,32000,5
noise_41393,BC2026_Train_2930_S02_20211210_184500_noise_00-05.wav,BC2026_Train_2930_S02_20211210_184500.ogg,0,5,32000,5
noise_47237,BC2026_Train_3202_S02_20220218_004500_noise_00-05.wav,BC2026_Train_3202_S02_20220218_004500.ogg,0,5,32000,5
noise_36738,BC2026_Train_9989_S22_20240213_210000_noise_05-10.wav,BC2026_Train_9989_S22_20240213_210000.ogg,5,10,32000,5
noise_73169,BC2026_Train_0733_S01_20220102_231500_noise_00-05.wav,BC2026_Train_0733_S01_20220102_231500.ogg,0,5,32000,5
noise_7668,BC2026_Train_0088_S05_20241125_030005_noise_00-05.wav,BC2026_Train_0088_S05_20241125_030005.ogg,0,5,32000,5
noise_122858,BC2026_Train_1145_S01_20230216_034500_noise_00-05.wav,BC2026_Train_1145_S01_20230216_034500.ogg,0,5,32000,5
noise_61698,BC2026_Train_3830_S02_20221126_204500_noise_05-10.wav,BC2026_Train_3830_S02_20221126_204500.ogg,5,10,32000,5
noise_67374,BC2026_Train_5351_S13_20220221_040000_noise_05-10.wav,BC2026_Train_5351_S13_20220221_040000.ogg,5,10,32000,5
noise_80694,BC2026_Train_7733_S22_20220125_190000_noise_05-10.wav,BC2026_Train_7733_S22_20220125_190000.ogg,5,10,32000,5
noise_36330,BC2026_Train_5011_S02_20240403_024500_noise_05-10.wav,BC2026_Train_5011_S02_20240403_024500.ogg,5,10,32000,5
noise_97362,BC2026_Train_9292_S22_20231011_031500_noise_05-10.wav,BC2026_Train_9292_S22_20231011_031500.ogg,5,10,32000,5
noise_102697,BC2026_Train_4015_S02_20230121_224500_noise_00-05.wav,BC2026_Train_4015_S02_20230121_224500.ogg,0,5,32000,5
noise_42101,BC2026_Train_10321_S22_20240404_210000_noise_00-05.wav,BC2026_Train_10321_S22_20240404_210000.ogg,0,5,32000,5
noise_34126,BC2026_Train_3812_S02_20221123_003000_noise_00-05.wav,BC2026_Train_3812_S02_20221123_003000.ogg,0,5,32000,5
noise_74418,BC2026_Train_0341_S01_20211003_023000_noise_05-10.wav,BC2026_Train_0341_S01_20211003_023000.ogg,5,10,32000,5
noise_0301,BC2026_Train_5832_S13_20221104_183000_noise_05-10.wav,BC2026_Train_5832_S13_20221104_183000.ogg,5,10,32000,5
noise_50993,BC2026_Train_7056_S22_20210919_200000_noise_00-05.wav,BC2026_Train_7056_S22_20210919_200000.ogg,0,5,32000,5
noise_0552,BC2026_Train_3940_S02_20221227_234500_noise_00-05.wav,BC2026_Train_3940_S02_20221227_234500.ogg,0,5,32000,5
noise_49301,BC2026_Train_1195_S01_20230224_214500_noise_00-05.wav,BC2026_Train_1195_S01_20230224_214500.ogg,0,5,32000,5
noise_103658,BC2026_Train_9525_S22_20231122_181500_noise_05-10.wav,BC2026_Train_9525_S22_20231122_181500.ogg,5,10,32000,5
noise_25969,BC2026_Train_4543_S02_20231205_031500_noise_05-10.wav,BC2026_Train_4543_S02_20231205_031500.ogg,5,10,32000,5
noise_58290,BC2026_Train_4609_S02_20231224_003000_noise_05-10.wav,BC2026_Train_4609_S02_20231224_003000.ogg,5,10,32000,5
noise_97481,BC2026_Train_8497_S22_20221121_033000_noise_00-05.wav,BC2026_Train_8497_S22_20221121_033000.ogg,0,5,32000,5
noise_121119,BC2026_Train_0890_S01_20220207_004500_noise_05-10.wav,BC2026_Train_0890_S01_20220207_004500.ogg,5,10,32000,5
noise_44657,BC2026_Train_8079_S22_20220902_040000_noise_00-05.wav,BC2026_Train_8079_S22_20220902_040000.ogg,0,5,32000,5
noise_106985,BC2026_Train_7180_S22_20211014_184500_noise_00-05.wav,BC2026_Train_7180_S22_20211014_184500.ogg,0,5,32000,5
noise_51317,BC2026_Train_4906_S02_20240308_180000_noise_00-05.wav,BC2026_Train_4906_S02_20240308_180000.ogg,0,5,32000,5
noise_123051,BC2026_Train_0833_S01_20220125_033000_noise_05-10.wav,BC2026_Train_0833_S01_20220125_033000.ogg,5,10,32000,5
noise_120747,BC2026_Train_1116_S01_20230210_013000_noise_05-10.wav,BC2026_Train_1116_S01_20230210_013000.ogg,5,10,32000,5
noise_97841,BC2026_Train_1699_S01_20231011_180000_noise_00-05.wav,BC2026_Train_1699_S01_20231011_180000.ogg,0,5,32000,5
noise_32040,BC2026_Train_7963_S22_20220307_233000_noise_00-05.wav,BC2026_Train_7963_S22_20220307_233000.ogg,0,5,32000,5
noise_64902,BC2026_Train_2934_S02_20211211_223000_noise_05-10.wav,BC2026_Train_2934_S02_20211211_223000.ogg,5,10,32000,5
noise_76590,BC2026_Train_10187_S22_20240316_181500_noise_05-10.wav,BC2026_Train_10187_S22_20240316_181500.ogg,5,10,32000,5
noise_46925,BC2026_Train_1281_S01_20230314_194500_noise_00-05.wav,BC2026_Train_1281_S01_20230314_194500.ogg,0,5,32000,5
noise_98058,BC2026_Train_2357_S01_20240303_013000_noise_05-10.wav,BC2026_Train_2357_S01_20240303_013000.ogg,5,10,32000,5
noise_54990,BC2026_Train_9120_S22_20230910_180000_noise_05-10.wav,BC2026_Train_9120_S22_20230910_180000.ogg,5,10,32000,5
noise_47814,BC2026_Train_0814_S01_20220121_201500_noise_05-10.wav,BC2026_Train_0814_S01_20220121_201500.ogg,5,10,32000,5
noise_23209,BC2026_Train_0643_S01_20211215_201500_noise_05-10.wav,BC2026_Train_0643_S01_20211215_201500.ogg,5,10,32000,5
noise_61038,BC2026_Train_6191_S13_20230207_234500_noise_05-10.wav,BC2026_Train_6191_S13_20230207_234500.ogg,5,10,32000,5
noise_69918,BC2026_Train_7449_S22_20211202_211500_noise_05-10.wav,BC2026_Train_7449_S22_20211202_211500.ogg,5,10,32000,5
noise_62658,BC2026_Train_6570_S13_20231006_204500_noise_05-10.wav,BC2026_Train_6570_S13_20231006_204500.ogg,5,10,32000,5
noise_15553,BC2026_Train_7766_S22_20220130_220000_noise_05-10.wav,BC2026_Train_7766_S22_20220130_220000.ogg,5,10,32000,5
noise_83646,BC2026_Train_3083_S02_20220120_183000_noise_05-10.wav,BC2026_Train_3083_S02_20220120_183000.ogg,5,10,32000,5
noise_110417,BC2026_Train_7804_S22_20220207_001500_noise_00-05.wav,BC2026_Train_7804_S22_20220207_001500.ogg,0,5,32000,5
noise_105894,BC2026_Train_7238_S22_20211024_231500_noise_05-10.wav,BC2026_Train_7238_S22_20211024_231500.ogg,5,10,32000,5
noise_27156,BC2026_Train_5765_S13_20221015_210000_noise_00-05.wav,BC2026_Train_5765_S13_20221015_210000.ogg,0,5,32000,5
noise_50897,BC2026_Train_7708_S22_20220121_220000_noise_00-05.wav,BC2026_Train_7708_S22_20220121_220000.ogg,0,5,32000,5
noise_110705,BC2026_Train_4988_S02_20240328_033000_noise_00-05.wav,BC2026_Train_4988_S02_20240328_033000.ogg,0,5,32000,5
noise_36293,BC2026_Train_0352_S01_20211004_211500_noise_00-05.wav,BC2026_Train_0352_S01_20211004_211500.ogg,0,5,32000,5
noise_53069,BC2026_Train_9061_S22_20230322_221500_noise_00-05.wav,BC2026_Train_9061_S22_20230322_221500.ogg,0,5,32000,5
noise_48989,BC2026_Train_6578_S13_20231008_004500_noise_00-05.wav,BC2026_Train_6578_S13_20231008_004500.ogg,0,5,32000,5
noise_58206,BC2026_Train_4282_S02_20230924_031500_noise_05-10.wav,BC2026_Train_4282_S02_20230924_031500.ogg,5,10,32000,5
noise_105990,BC2026_Train_0815_S01_20220121_211500_noise_05-10.wav,BC2026_Train_0815_S01_20220121_211500.ogg,5,10,32000,5
noise_40049,BC2026_Train_2097_S01_20240102_001500_noise_00-05.wav,BC2026_Train_2097_S01_20240102_001500.ogg,0,5,32000,5
noise_115538,BC2026_Train_7297_S22_20211105_003000_noise_00-05.wav,BC2026_Train_7297_S22_20211105_003000.ogg,0,5,32000,5
noise_111174,BC2026_Train_4606_S02_20231223_211500_noise_05-10.wav,BC2026_Train_4606_S02_20231223_211500.ogg,5,10,32000,5
noise_58218,BC2026_Train_6768_S13_20231203_231500_noise_05-10.wav,BC2026_Train_6768_S13_20231203_231500.ogg,5,10,32000,5
noise_97637,BC2026_Train_0504_S01_20211115_183000_noise_00-05.wav,BC2026_Train_0504_S01_20211115_183000.ogg,0,5,32000,5
noise_45809,BC2026_Train_6764_S13_20231202_234500_noise_00-05.wav,BC2026_Train_6764_S13_20231202_234500.ogg,0,5,32000,5
noise_107982,BC2026_Train_9106_S22_20230908_010000_noise_05-10.wav,BC2026_Train_9106_S22_20230908_010000.ogg,5,10,32000,5
noise_3433,BC2026_Train_6947_S13_20240122_213000_noise_05-10.wav,BC2026_Train_6947_S13_20240122_213000.ogg,5,10,32000,5
noise_75270,BC2026_Train_5350_S13_20220221_024500_noise_05-10.wav,BC2026_Train_5350_S13_20220221_024500.ogg,5,10,32000,5
noise_103033,BC2026_Train_8022_S22_20220422_031500_noise_00-05.wav,BC2026_Train_8022_S22_20220422_031500.ogg,0,5,32000,5
noise_41946,BC2026_Train_0969_S01_20220418_224500_noise_05-10.wav,BC2026_Train_0969_S01_20220418_224500.ogg,5,10,32000,5
noise_32374,BC2026_Train_8372_S22_20221027_230000_noise_00-05.wav,BC2026_Train_8372_S22_20221027_230000.ogg,0,5,32000,5
noise_89106,BC2026_Train_5391_S13_20220307_181500_noise_05-10.wav,BC2026_Train_5391_S13_20220307_181500.ogg,5,10,32000,5
noise_59154,BC2026_Train_4172_S02_20230302_220000_noise_05-10.wav,BC2026_Train_4172_S02_20230302_220000.ogg,5,10,32000,5
noise_34067,BC2026_Train_8522_S22_20221125_184500_noise_05-10.wav,BC2026_Train_8522_S22_20221125_184500.ogg,5,10,32000,5
noise_0408,BC2026_Train_2788_S02_20211103_224500_noise_00-05.wav,BC2026_Train_2788_S02_20211103_224500.ogg,0,5,32000,5
noise_96798,BC2026_Train_9636_S22_20231211_180000_noise_05-10.wav,BC2026_Train_9636_S22_20231211_180000.ogg,5,10,32000,5
noise_96642,BC2026_Train_9157_S22_20230917_190000_noise_05-10.wav,BC2026_Train_9157_S22_20230917_190000.ogg,5,10,32000,5
noise_28476,BC2026_Train_10068_S22_20240226_190000_noise_00-05.wav,BC2026_Train_10068_S22_20240226_190000.ogg,0,5,32000,5
noise_66233,BC2026_Train_5850_S13_20221109_004500_noise_00-05.wav,BC2026_Train_5850_S13_20221109_004500.ogg,0,5,32000,5
noise_51185,BC2026_Train_7270_S22_20211031_211500_noise_00-05.wav,BC2026_Train_7270_S22_20211031_211500.ogg,0,5,32000,5
noise_85002,BC2026_Train_7950_S22_20220305_030000_noise_05-10.wav,BC2026_Train_7950_S22_20220305_030000.ogg,5,10,32000,5
noise_115551,BC2026_Train_9407_S22_20231030_023000_noise_05-10.wav,BC2026_Train_9407_S22_20231030_023000.ogg,5,10,32000,5
noise_34139,BC2026_Train_9457_S22_20231108_223000_noise_05-10.wav,BC2026_Train_9457_S22_20231108_223000.ogg,5,10,32000,5
noise_59994,BC2026_Train_9325_S22_20231015_183000_noise_05-10.wav,BC2026_Train_9325_S22_20231015_183000.ogg,5,10,32000,5
noise_111654,BC2026_Train_6332_S13_20230326_040000_noise_05-10.wav,BC2026_Train_6332_S13_20230326_040000.ogg,5,10,32000,5
noise_89778,BC2026_Train_10260_S22_20240326_031500_noise_05-10.wav,BC2026_Train_10260_S22_20240326_031500.ogg,5,10,32000,5
noise_97170,BC2026_Train_9976_S22_20240211_234500_noise_05-10.wav,BC2026_Train_9976_S22_20240211_234500.ogg,5,10,32000,5
noise_76937,BC2026_Train_3048_S02_20220110_033000_noise_00-05.wav,BC2026_Train_3048_S02_20220110_033000.ogg,0,5,32000,5
noise_26041,BC2026_Train_5132_S13_20210926_033000_noise_05-10.wav,BC2026_Train_5132_S13_20210926_033000.ogg,5,10,32000,5
